category_id,employee_id,category_name,rating,quantity_sold,being_manufactured,total_sold_value
ZVD,3311,Hybrid Car,46 %,25664,1,9768633
ZNR,2865,Crossover,46 %,91859,1,9919613
SUI,4420,Hybrid Car,36 %,48926,1,4973345
NIY,1357,Crossover,100 %,90264,1,1912495
AEW,2139,Minivan,58 %,42455,1,1910765
VXH,3484,Convertible,54 %,49253,1,305465
ZHW,2768,Coupe-SUV,4 %,98485,1,9025554
FSU,1110,Hatchback,20 %,22891,1,5006067
IQS,1445,Electric Car,70 %,80407,1,335000
TVP,3366,Pickup Truck,87 %,23026,1,2669946
XVH,1407,Hatchback,42 %,85449,1,8529632
AQX,3714,Microcar,91 %,36808,1,6104532
ZYU,4127,Minivan,73 %,91941,1,2566410
KKL,545,Microcar,17 %,28034,1,3128012
ILT,2080,Crossover,3 %,64274,1,4322407
NNP,3593,Electric Car,51 %,35429,1,9611434
JQP,1568,Minivan,68 %,61982,1,3287027
FAM,1747,Pickup Truck,22 %,66277,1,8448243
URF,4106,Sedan,23 %,20198,1,6296309
CYP,2077,Hatchback,12 %,25076,1,4549536
QVC,1960,Coupe-SUV,85 %,19616,1,7951134
ZKM,3896,Microcar,13 %,98771,1,6077494
WXI,3922,Crossover,77 %,53360,1,6454489
GGH,2745,Minivan,91 %,78142,1,9258163
CYR,538,Minivan,66 %,84643,1,4390878
XWM,2130,Hybrid Car,33 %,15333,1,3614783
BVV,3165,SUV (Sport Utility Vehicle),9 %,45269,1,2169688
BJM,3959,Hybrid Car,10 %,13916,1,8765084
IZL,3710,Minivan,8 %,14863,1,8334278
SWJ,3903,Coupe,91 %,42146,1,5838761
MNV,823,Electric Car,41 %,24896,1,8110010
ZLY,2114,Pickup Truck,22 %,99591,1,5516637
MHS,3344,Hatchback,20 %,98131,1,2731798
MPE,4029,Sports Car,86 %,25886,1,9461713
UGS,1579,Microcar,64 %,79815,1,6555309
QRK,1438,Sedan,87 %,17951,1,5882918
JTX,1501,Off-Road Vehicle,34 %,72016,1,1873329
VTK,4534,Hybrid Car,54 %,26130,1,4830174
WNT,4083,Luxury Car,70 %,32543,1,8450815
SMP,4157,Electric Car,45 %,62002,1,7466826
VZG,4548,Crossover,41 %,49124,1,9948963
FDW,4157,Off-Road Vehicle,40 %,72964,1,2748979
XKU,1748,Sedan,6 %,40265,1,5250873
QSI,3011,Coupe,24 %,89609,1,5223400
HZC,2390,Sedan,92 %,50424,1,6833093
OMQ,663,Sports Car,77 %,70027,1,2276768
URN,3416,SUV (Sport Utility Vehicle),91 %,85655,1,300930
LVC,1452,Coupe-SUV,33 %,48526,1,3901254
ZHB,2127,Luxury Car,45 %,18500,1,3587740
GOB,3921,Sedan,46 %,34398,1,5384496
MKE,1504,Convertible,77 %,81665,1,9135488
ODJ,2695,Pickup Truck,26 %,25411,1,5932606
JPJ,2679,Convertible,90 %,29326,1,3535780
YJF,2708,Microcar,82 %,26655,1,2969461
HUT,1531,Off-Road Vehicle,55 %,68713,1,2439093
DKC,3483,Luxury Car,74 %,87461,1,9549490
IFW,809,Minivan,70 %,28768,1,3605988
ZOE,3618,Off-Road Vehicle,91 %,73709,1,7807182
JVR,2366,Sedan,51 %,79374,1,1405699
WKZ,2647,Microcar,30 %,25933,1,9612048
MQR,3282,Electric Car,88 %,75974,1,1349720
ZWY,870,Crossover,5 %,36534,1,3506499
XLX,1324,Luxury Car,66 %,13472,1,9612578
EHB,861,Luxury Car,13 %,35062,1,9106384
QVH,4697,Microcar,78 %,60149,1,4285576
DEX,4679,SUV (Sport Utility Vehicle),62 %,42873,1,7659611
YFG,1251,Sedan,39 %,22656,1,5689933
MIG,1150,Electric Car,66 %,73063,1,9509793
EAU,782,Convertible,52 %,23592,1,7622431
RZH,1760,Coupe,77 %,14187,1,9430621
KOR,1237,Hybrid Car,83 %,53290,1,1497566
MTG,4568,Convertible,52 %,17453,1,6148367
BEX,4642,Pickup Truck,16 %,48058,1,7357121
JTP,2131,Luxury Car,84 %,36705,1,7480894
ZAI,4096,Microcar,58 %,40533,1,2094516
LTK,1279,Hatchback,75 %,21790,1,1581708
MUD,1895,Crossover,89 %,87674,1,8008059
PEV,1463,Electric Car,59 %,58108,1,815575
QSZ,3892,Pickup Truck,54 %,56020,1,4631357
WLE,3597,Sedan,63 %,42125,1,790621
ITQ,1906,Crossover,53 %,68192,1,7507267
QEN,2583,Coupe,8 %,69859,1,9444696
HTV,1539,Convertible,75 %,16940,1,8567899
VBX,2050,Crossover,35 %,30301,1,3426104
ONW,3303,Microcar,37 %,97397,1,8535126
QWM,2746,Microcar,81 %,43109,1,4511785
YLY,2095,Minivan,30 %,98883,1,8682666
AMP,3117,Hybrid Car,10 %,60789,1,8021888
VLU,3941,Off-Road Vehicle,89 %,76294,1,6854742
VUH,2830,Coupe,25 %,13318,1,9255039
TDP,4220,Electric Car,83 %,79583,1,5613831
WKF,2587,SUV (Sport Utility Vehicle),44 %,98003,1,3991955
VPI,4434,Coupe,23 %,48495,1,2544565
UXU,4624,Minivan,38 %,13146,1,4860676
WOY,1214,Sports Car,1 %,52472,1,4150008
NKN,3662,SUV (Sport Utility Vehicle),14 %,97219,1,6037304
TED,949,Hatchback,21 %,86140,1,1763057
CJD,3965,Minivan,56 %,72467,1,814764
LNH,4170,Coupe-SUV,57 %,78370,1,1352986
ABG,2073,Microcar,59 %,96679,1,7150556
WGK,988,Electric Car,36 %,99231,1,841757
CKT,3304,Off-Road Vehicle,21 %,71979,1,1226672
DSM,3935,Off-Road Vehicle,2 %,38518,1,2251540
REN,587,Microcar,89 %,29208,1,3944495
IQV,4073,Coupe-SUV,58 %,94214,1,3223991
XQR,1938,Sports Car,97 %,81362,1,6276580
CUF,4328,Pickup Truck,21 %,96455,1,5247268
CMA,1655,Sedan,60 %,87440,1,2381270
MVN,2938,Hybrid Car,24 %,45840,1,8241535
MLD,1695,SUV (Sport Utility Vehicle),79 %,85698,1,6674728
LSK,1076,Electric Car,48 %,13011,1,5764013
HRQ,1713,Hatchback,48 %,34763,1,6134130
TPJ,1088,Convertible,82 %,19900,1,2630703
RWE,1224,Hatchback,39 %,40531,1,8583392
RJU,3896,Minivan,33 %,14143,1,3671874
PRW,1738,Microcar,29 %,38286,1,7361360
QAO,2200,Minivan,16 %,69456,1,2700252
GAN,3450,Luxury Car,27 %,46111,1,5747850
NYI,2378,Sports Car,69 %,98844,1,7005592
LRB,1547,Sedan,40 %,22524,1,6590626
AFL,1089,Luxury Car,97 %,37091,1,6950466
NMB,2762,Luxury Car,85 %,99797,1,5478890
LEB,2459,Hatchback,85 %,33306,1,9974288
NHL,1535,Minivan,100 %,22678,1,3949289
NWF,3109,Sedan,16 %,73302,1,1711585
AST,2522,Hatchback,61 %,66374,1,9021452
KEJ,1929,Hybrid Car,75 %,47569,1,3914796
PFY,3599,Microcar,53 %,42397,1,4579071
RJL,3232,Hybrid Car,20 %,83970,1,8437454
XTB,2165,Off-Road Vehicle,53 %,77333,1,3106563
WLD,4003,Electric Car,22 %,19476,1,7383118
VFO,2734,Sports Car,46 %,58466,1,9969757
VAG,4511,Sports Car,37 %,72732,1,4201272
PMN,2657,Luxury Car,86 %,47428,1,7812107
KZM,4676,Coupe-SUV,80 %,28637,1,1098481
ADU,3790,Coupe,56 %,61935,1,7313366
GLK,946,Minivan,14 %,26654,1,6776105
IAZ,1655,Coupe,50 %,32553,1,1133527
UVR,887,SUV (Sport Utility Vehicle),63 %,52245,1,7377990
DSS,3690,Pickup Truck,91 %,81735,1,3490370
XCC,2698,Convertible,15 %,22503,1,1180271
NWO,3999,Luxury Car,56 %,74273,1,9815587
EKK,929,Minivan,8 %,73009,1,9476415
YBE,4541,Sports Car,77 %,88562,1,7402995
SQY,2451,Pickup Truck,94 %,69621,1,9510861
NJW,3756,Hybrid Car,27 %,96421,1,5732709
LIB,3028,SUV (Sport Utility Vehicle),8 %,36206,1,9760429
PNZ,2295,Convertible,53 %,88704,1,9129061
ODS,2781,Coupe-SUV,35 %,75056,1,7026473
CND,1863,SUV (Sport Utility Vehicle),1 %,34748,1,2770198
OKQ,1171,Microcar,26 %,65101,1,5718229
CSJ,2178,Microcar,60 %,89049,1,8348710
VZF,1659,Pickup Truck,52 %,76416,1,6318459
UOI,4605,Sedan,15 %,47182,1,4031262
WSZ,4301,Hybrid Car,25 %,61532,1,7948297
KEU,4023,Sports Car,53 %,50840,1,1098667
BIG,694,Hybrid Car,69 %,92052,1,2452523
OFF,4064,Hatchback,34 %,50067,1,6718114
SGM,3755,Coupe-SUV,70 %,75943,1,8957360
SWE,802,Off-Road Vehicle,87 %,31761,1,8412185
SOJ,3365,Hatchback,19 %,78405,1,8436713
HKK,1696,Electric Car,58 %,93131,1,8044324
KOQ,3936,Coupe,44 %,43184,1,7251268
DNN,2270,Convertible,29 %,49110,1,4583509
NSV,1515,SUV (Sport Utility Vehicle),20 %,56990,1,4060501
TXI,780,Convertible,87 %,56436,1,7539775
MJX,2943,Sports Car,75 %,57501,1,8459816
BCS,2411,Crossover,35 %,72992,1,5922146
XKH,3530,Luxury Car,22 %,33848,1,4009194
LFR,2901,Coupe,52 %,67663,1,9100951
KMA,2750,Sedan,13 %,49263,1,7693777
DME,3360,SUV (Sport Utility Vehicle),40 %,76706,1,8301075
CVZ,3986,Coupe,98 %,77343,1,4847514
QNP,2999,Convertible,31 %,28427,1,9932133
VKT,4481,Minivan,72 %,69191,1,2920136
TQW,3460,Convertible,74 %,53036,1,2688720
BUJ,2440,Hatchback,44 %,59992,1,7803720
XZH,1487,Hybrid Car,100 %,91435,1,9393972
SHC,2599,Microcar,92 %,66164,1,2855526
ULV,4318,Luxury Car,87 %,91496,1,9216747
YXM,2558,Hybrid Car,27 %,64952,1,7770072
VAX,1563,Sedan,17 %,45057,1,7726511
HHQ,2297,Pickup Truck,90 %,39360,1,970615
XHU,1728,Coupe-SUV,14 %,94320,1,2789843
GXM,4191,Crossover,9 %,29874,1,5251930
MBE,782,Electric Car,80 %,94062,1,1448191
QNL,2739,Sedan,67 %,58873,1,8246623
EJN,1400,Electric Car,19 %,17589,1,9683371
ZJT,2106,Sedan,98 %,48176,1,8585870
STG,3351,Minivan,64 %,21371,1,2178843
III,1260,Sedan,20 %,15923,1,7856511
BDD,2309,Hybrid Car,28 %,54099,1,8221851
WLF,3752,Luxury Car,58 %,20370,1,3729575
MZS,1236,Hatchback,76 %,35253,1,1423092
GVC,4144,Coupe,10 %,32261,1,1300859
UFP,1096,Off-Road Vehicle,22 %,34301,1,3059698
NDK,3451,Luxury Car,38 %,36639,1,2069136
BKR,3199,Microcar,92 %,80332,1,1636483
WUY,1855,Off-Road Vehicle,26 %,40667,1,3112886
XNU,3914,Hybrid Car,70 %,47269,1,7562997
JXH,4668,Microcar,40 %,38835,1,4165323
QCL,2146,Luxury Car,70 %,92630,1,7843296
TBO,4255,Coupe-SUV,10 %,56074,1,5959247
UTB,1892,Crossover,66 %,89966,1,7529926
WVI,4549,Minivan,99 %,82301,1,2743029
FBR,643,Hybrid Car,16 %,23871,1,4504061
EAN,778,Convertible,3 %,15037,1,6310217
SNY,854,Hatchback,41 %,17755,1,7374195
STV,2489,Electric Car,37 %,55236,1,8695160
UTH,4145,Hybrid Car,83 %,68610,1,3689820
JPB,2511,Crossover,89 %,17531,1,8632127
VGT,1478,Luxury Car,90 %,97507,1,6486025
VCF,4069,Convertible,80 %,58725,1,3974801
YZF,2851,Microcar,5 %,18809,1,7236513
VJX,4312,Convertible,3 %,43020,1,709002
KJC,1421,Hybrid Car,15 %,67457,1,3802667
NQZ,2067,Hybrid Car,10 %,85368,1,7154684
JVA,2536,Coupe,72 %,70841,1,807230
NZM,2897,Sports Car,16 %,56829,1,6110456
WJF,1617,Sedan,87 %,99403,1,7626073
UBY,2678,Crossover,78 %,80962,1,9045224
FDA,3504,Luxury Car,16 %,42372,1,2805152
RKR,3355,Coupe,91 %,93873,1,1275429
WBU,2432,Electric Car,61 %,84664,1,7515398
OTQ,923,Coupe-SUV,26 %,64324,1,2109492
FFB,4339,Luxury Car,78 %,77645,1,8927261
PRU,4309,Hatchback,29 %,26337,1,7924349
QWC,1557,SUV (Sport Utility Vehicle),33 %,51405,1,619011
KJU,2663,Convertible,90 %,95368,1,2857283
GUO,1367,Crossover,20 %,75341,1,644782
BHD,3255,Coupe,68 %,49298,1,2361326
FPR,532,Hybrid Car,9 %,67349,1,2449565
UEO,1414,Coupe-SUV,46 %,28678,1,5418718
HCS,1929,Sedan,16 %,91554,1,2390842
MGB,621,Electric Car,29 %,22537,1,9339618
ZQH,3845,Sports Car,92 %,72910,1,7364846
IWE,2568,Crossover,80 %,64512,1,728412
DHD,1105,Microcar,41 %,59055,1,7170968
VYU,2640,Sports Car,43 %,15741,1,6215617
RLS,2430,Sports Car,49 %,38107,1,1492285
VHG,3642,Microcar,47 %,61678,1,7255015
UWP,4520,Luxury Car,48 %,89008,1,8405573
FUD,2374,Microcar,80 %,67295,1,4517225
DFO,3263,Sedan,41 %,60971,1,3704455
AHF,2525,Convertible,93 %,92408,1,1488787
QAT,2641,Hybrid Car,17 %,95373,1,3599506
RCP,3188,Microcar,99 %,24342,1,4063141
HZH,3535,Electric Car,22 %,65472,1,7700324
QIY,1061,SUV (Sport Utility Vehicle),17 %,17693,1,4372593
ENB,3781,Minivan,78 %,96177,1,2353702
BBU,854,SUV (Sport Utility Vehicle),93 %,38295,1,7986986
HET,591,Hybrid Car,51 %,40644,1,4470602
ACR,4148,Convertible,26 %,13262,1,1212640
XPK,1888,Luxury Car,100 %,86293,1,8088760
BVT,3199,Crossover,85 %,88601,1,3781594
LBS,747,Minivan,76 %,93322,1,9150871
OMT,2031,Coupe-SUV,8 %,32086,1,4338570
DBR,3909,Off-Road Vehicle,92 %,33080,1,2054801
BZP,1829,Sedan,55 %,37524,1,8269538
EVR,2906,Luxury Car,100 %,49060,1,9425808
WCS,1690,Off-Road Vehicle,30 %,48429,1,9702002
KXM,1015,Hatchback,6 %,70594,1,4836747
SUA,1067,Electric Car,65 %,88251,1,3461204
KTH,2357,Pickup Truck,61 %,43893,1,3839983
JXP,4302,Luxury Car,12 %,96804,1,518395
RMC,1886,Crossover,18 %,84610,1,4557603
XUA,1657,Pickup Truck,86 %,58939,1,4019570
USQ,1651,Minivan,57 %,15120,1,1611718
VMD,3723,Coupe,30 %,33728,1,5537665
TZN,3934,SUV (Sport Utility Vehicle),60 %,55122,1,8297568
YHT,950,Sedan,75 %,44139,1,1580119
FSG,3688,Off-Road Vehicle,39 %,67345,1,6868383
VST,554,Hatchback,82 %,87428,1,2296543
CJK,4508,Electric Car,69 %,53555,1,2663068
BSS,2536,Convertible,17 %,67793,1,6416522
BEU,1669,Sports Car,41 %,65155,1,7308016
OTT,1113,Luxury Car,46 %,70926,1,4656421
MYH,4467,Electric Car,29 %,36545,1,6984583
QLI,1937,Sedan,16 %,80245,1,5942938
PWX,3113,Electric Car,16 %,38613,1,7057658
RGU,2844,Pickup Truck,27 %,42474,1,7649886
COF,3460,Electric Car,11 %,21297,1,5239164
BNJ,1317,Electric Car,42 %,40367,1,3817811
HKC,707,Microcar,25 %,17059,1,7740943
PAF,1788,Minivan,15 %,12648,1,4026982
XNM,1063,Microcar,7 %,39310,1,7228509
PKY,923,Off-Road Vehicle,83 %,83784,1,3117651
AQU,3446,Hatchback,33 %,39568,1,3943259
USB,1274,Sports Car,2 %,22485,1,4066377
REB,2965,Off-Road Vehicle,66 %,59761,1,9255361
NCJ,3180,Sedan,69 %,36215,1,1683904
RCT,4207,Coupe,36 %,30107,1,1336925
TZU,4110,Pickup Truck,26 %,97932,1,9781451
RIV,3648,Minivan,49 %,27531,1,4907511
FSF,3641,Crossover,22 %,99507,1,2183556
NLH,541,Pickup Truck,8 %,15254,1,6281477
BNN,2776,Coupe,21 %,90876,1,4918529
YQH,1856,Sedan,2 %,82158,1,2223169
WSE,3866,Coupe-SUV,56 %,62066,1,9990447
JPA,4604,Convertible,26 %,74067,1,6733180
YJL,3752,Luxury Car,30 %,48911,1,6337095
XPO,3892,Electric Car,38 %,43176,1,8658277
TVV,2138,Hybrid Car,37 %,53540,1,3811945
NCR,2579,Hatchback,57 %,78129,1,2170019
LDP,2556,Hatchback,37 %,76780,1,5766843
NMI,3153,Convertible,15 %,61662,1,9759416
SMV,2594,Luxury Car,19 %,21830,1,5115442
AGK,4451,Convertible,22 %,91636,1,3955954
XFQ,2748,Convertible,80 %,71158,1,6564920
FKV,4460,Coupe,22 %,99566,1,399645
LEP,2054,Hatchback,49 %,73716,1,3564894
KXX,1383,Pickup Truck,94 %,96954,1,3361964
QAM,1949,Sedan,10 %,56158,1,9585952
VNK,911,Electric Car,60 %,80767,1,6663965
PYV,4359,Sports Car,72 %,17431,1,3724873
OBX,545,Off-Road Vehicle,44 %,33102,1,5760199
JPV,4065,Coupe-SUV,59 %,65496,1,3903044
HZF,4378,Hybrid Car,86 %,87692,1,9225840
WAH,4224,Electric Car,98 %,73597,1,8022672
UHL,2972,Crossover,59 %,59203,1,9583452
KGJ,4477,Luxury Car,95 %,74977,1,7900939
ETB,1004,Coupe-SUV,91 %,41730,1,950902
IUD,2830,Convertible,86 %,90487,1,6400469
LUD,1014,Hybrid Car,50 %,94624,1,7094035
OJL,565,Convertible,31 %,62885,1,3755380
CJT,3138,Sports Car,83 %,86993,1,7642187
PPS,1832,SUV (Sport Utility Vehicle),40 %,57294,1,5478076
HKF,2156,Coupe-SUV,40 %,30101,1,4582028
VGO,1225,Hybrid Car,67 %,51475,1,1679126
XPN,842,Sedan,96 %,12423,1,7605502
JQQ,1184,Coupe-SUV,68 %,23653,1,7012681
ZRX,3743,Off-Road Vehicle,99 %,98741,1,6243473
ERI,523,Convertible,1 %,99645,1,7876798
GPR,1678,Off-Road Vehicle,12 %,78430,1,7604524
WEW,2886,Hatchback,11 %,93026,1,8747379
QJP,1710,Luxury Car,69 %,33274,1,5836068
TNP,2571,Minivan,13 %,91117,1,8109870
MWJ,2610,Crossover,34 %,14082,1,3231870
ATX,751,SUV (Sport Utility Vehicle),73 %,22753,1,902597
NGD,3349,Crossover,37 %,35504,1,259425
DQQ,1094,Sports Car,94 %,28731,1,2636985
CZL,4098,Sedan,7 %,37470,1,3566201
AJP,2407,Off-Road Vehicle,32 %,93667,1,832112
LFY,4180,Coupe,16 %,48592,1,2940752
OKP,3137,Sedan,96 %,42286,1,9206032
RBT,1525,Off-Road Vehicle,60 %,68943,1,8595885
BOU,2819,Sedan,66 %,30909,1,520247
HDX,1517,Hybrid Car,21 %,71382,1,7484469
SFX,4647,Minivan,53 %,58380,1,7599843
LZB,1500,Off-Road Vehicle,26 %,28896,1,2042138
JBK,3242,Hybrid Car,37 %,40628,1,5210359
JUU,1239,Luxury Car,92 %,81699,1,7670978
CFU,2985,Sports Car,16 %,72998,1,3979523
BZX,3966,Microcar,70 %,85648,1,5022959
UXY,4060,Luxury Car,2 %,54679,1,4945419
AEB,1557,Pickup Truck,88 %,48866,1,2435839
WAI,1083,Luxury Car,22 %,92765,1,8762681
YCQ,2165,Coupe,5 %,85404,1,972751
BXY,3492,Microcar,57 %,73374,1,3892247
NHM,3297,Hybrid Car,37 %,36251,1,1751979
ASD,2396,Sedan,15 %,51252,1,9601573
JSN,2060,SUV (Sport Utility Vehicle),66 %,79155,1,7126072
TGN,3698,Coupe,49 %,19402,1,4525541
RTE,4564,Sports Car,46 %,62955,1,4444333
CVQ,1542,Pickup Truck,76 %,81651,1,3545297
WZT,1336,Coupe,21 %,61316,1,335454
HVC,2857,Pickup Truck,99 %,14142,1,3012848
UQF,2184,Convertible,76 %,20306,1,2924004
JCZ,2230,SUV (Sport Utility Vehicle),82 %,54745,1,8535888
TNV,1148,Minivan,90 %,57105,1,3664698
VUJ,2468,Coupe-SUV,45 %,81790,1,9175873
ATZ,3405,Electric Car,82 %,76108,1,7749379
PWI,2524,Coupe,96 %,72733,1,5733674
RID,1931,Sports Car,88 %,48907,1,9313796
JHZ,2206,Microcar,20 %,28084,1,1634019
MKN,3276,Pickup Truck,76 %,69693,1,1511745
HBT,3195,Minivan,50 %,73135,1,7406575
IWU,1860,Microcar,7 %,27474,1,8897515
KBC,684,Sedan,75 %,25916,1,9391665
QPR,2968,Coupe-SUV,92 %,42416,1,6193599
ZDU,4003,Coupe,74 %,77245,1,2536983
YNI,799,Crossover,89 %,21549,1,2285853
QUF,607,Sports Car,18 %,26527,1,4992102
DKM,3551,Sports Car,9 %,17787,1,3861111
HRX,2847,Coupe,1 %,91571,1,5528487
OBC,1686,Coupe-SUV,6 %,82173,1,4977169
TXS,3211,SUV (Sport Utility Vehicle),65 %,68292,1,8808425
ZEW,919,Off-Road Vehicle,78 %,96718,1,6090669
ZIB,2710,Coupe-SUV,80 %,49720,1,6335321
SWQ,4076,Hybrid Car,68 %,95877,1,4625278
RRQ,1086,Hybrid Car,20 %,75601,1,7155170
MJK,2866,Hybrid Car,66 %,87439,1,6115793
AFR,2613,Hatchback,32 %,69179,1,240988
IAC,805,Minivan,91 %,54387,1,3596951
EPP,1580,Sports Car,70 %,21526,1,6992558
YLW,1758,Crossover,65 %,50294,1,3829828
WHL,2399,Hybrid Car,37 %,94182,1,8887547
AFN,2600,Crossover,71 %,17116,1,2846205
GLR,1925,Convertible,98 %,37119,1,372922
ZFD,4016,Coupe-SUV,31 %,45823,1,264822
UEJ,3089,Convertible,68 %,79369,1,7056686
NAV,3592,Minivan,68 %,66562,1,4113934
KWL,2442,Coupe,22 %,52902,1,2358730
ULI,2949,Luxury Car,100 %,56459,1,2610199
XVJ,3094,Luxury Car,68 %,34512,1,6637056
JJQ,4675,Pickup Truck,21 %,93999,1,2082024
SCB,1673,Microcar,78 %,91828,1,2082828
TMZ,1699,Hatchback,81 %,64640,1,3791480
FPF,3924,Electric Car,60 %,51728,1,7051473
WKS,3941,SUV (Sport Utility Vehicle),69 %,93480,1,3741020
IWN,949,Sedan,73 %,93008,1,7566290
SEB,3769,Crossover,77 %,76347,1,4568348
BYJ,1824,Microcar,21 %,31587,1,7479447
HLV,2165,Luxury Car,40 %,97701,1,7493820
CMT,2072,Coupe,57 %,41094,1,8883195
XHV,3738,Minivan,24 %,73396,1,3029155
HJA,1773,Luxury Car,10 %,33780,1,7021700
VZM,2651,Minivan,25 %,52620,1,2579556
NPB,2720,Electric Car,86 %,62138,1,8948841
IZD,1426,Convertible,19 %,75617,1,4728299
JBV,2187,SUV (Sport Utility Vehicle),51 %,32093,1,9654929
URX,2195,Coupe-SUV,21 %,55670,1,3014985
IRX,1218,Minivan,32 %,44850,1,948866
HXU,1127,Crossover,98 %,18451,1,4182326
APM,1964,Luxury Car,6 %,21620,1,2033668
HAG,3825,Electric Car,26 %,57829,1,2839403
ZBD,1964,Luxury Car,17 %,51177,1,4207695
DAW,3931,Convertible,64 %,79654,1,7636116
GCU,722,Sedan,17 %,44916,1,7618105
NVQ,1859,Electric Car,76 %,82774,1,811759
QFN,747,Hybrid Car,52 %,24534,1,3441846
NQL,2759,Sports Car,35 %,83816,1,6129849
ILG,2478,Coupe,21 %,38990,1,6145203
ITO,3369,Microcar,34 %,76759,1,5799093
IOT,3405,Hatchback,8 %,76577,1,8410619
TXC,3536,Sports Car,73 %,53229,1,7156721
EWY,3942,Coupe,100 %,37137,1,482481
NZW,2431,Hybrid Car,10 %,43532,1,9047275
YOV,3257,Crossover,45 %,70699,1,7055004
RRY,1944,Hybrid Car,9 %,83110,1,4979717
NSH,3401,Hybrid Car,39 %,94750,1,527890
NBK,1266,Hatchback,71 %,57557,1,4552648
UKW,531,Microcar,62 %,87106,1,6637682
MXT,2468,Minivan,98 %,77662,1,3085054
DOX,2098,Hatchback,20 %,73488,1,5807722
IHI,2472,Hatchback,76 %,40589,1,3599318
JLW,4006,Hatchback,75 %,14379,1,7095169
LVN,1780,Sedan,66 %,68211,1,3590815
WFI,2138,Electric Car,85 %,88014,1,9720563
MAK,1551,Coupe-SUV,42 %,60376,1,9967539
NDM,3275,Crossover,17 %,64590,1,5215438
UZQ,3034,Coupe,24 %,20028,1,4183470
FDB,4546,Hatchback,58 %,28313,1,7496946
JPY,4472,Sedan,47 %,43019,1,1163831
EEW,4300,Hybrid Car,41 %,95914,1,6552993
BQZ,2129,Coupe-SUV,85 %,26752,1,7609120
NGN,2676,Pickup Truck,76 %,34778,1,7767970
WHC,2073,Microcar,58 %,90670,1,3676904
JDO,515,SUV (Sport Utility Vehicle),98 %,23138,1,7307876
KHC,3876,Convertible,3 %,24498,1,9788306
IWX,1347,Hatchback,8 %,25969,1,7319488
YST,2844,Luxury Car,66 %,84213,1,4889236
ZYD,4190,Crossover,83 %,31665,1,1065815
NGP,3817,Microcar,67 %,13815,1,1648637
VDN,1694,Hatchback,88 %,29407,1,9619594
YZS,657,Hybrid Car,98 %,89905,1,2299256
TWB,4568,Coupe-SUV,63 %,53078,1,2839362
QBG,1875,SUV (Sport Utility Vehicle),71 %,78269,1,3799913
TSM,586,Hybrid Car,56 %,45937,1,8598331
KWW,2054,Minivan,88 %,26780,1,6399051
SQE,2530,Electric Car,76 %,29717,1,8293477
SIF,4501,Microcar,84 %,25205,1,8388952
HUO,1514,Coupe,86 %,42093,1,9796846
ZYL,1686,Hybrid Car,90 %,58613,1,8801394
OOL,3166,Coupe,51 %,85603,1,3527672
BEN,3133,Off-Road Vehicle,34 %,98769,1,574735
RKA,2601,Coupe-SUV,86 %,89350,1,9206919
OCE,3909,Hatchback,61 %,97147,1,9703392
PZJ,3935,Sports Car,34 %,37404,1,4978064
JFL,4134,SUV (Sport Utility Vehicle),70 %,84531,1,4651806
ZSV,1087,Coupe-SUV,77 %,34289,1,9726407
XVD,3137,Hatchback,1 %,50759,1,6538919
UJH,1268,Coupe-SUV,42 %,60557,1,9146494
BHE,4309,Sports Car,17 %,91471,1,6629015
FKZ,3225,Coupe,55 %,80437,1,3483131
AIN,1814,Off-Road Vehicle,38 %,91743,1,2686815
SUV,2421,Coupe,6 %,73102,1,6869132
XFI,2486,Hatchback,30 %,81869,1,7678651
JXT,4666,Sedan,71 %,20767,1,8487957
DEA,2307,Convertible,85 %,77606,1,3126743
CDI,3110,Convertible,21 %,81473,1,6528830
BMO,3660,Pickup Truck,17 %,45797,1,9607928
OSH,4236,Hatchback,13 %,93936,1,8374044
MQS,4563,Electric Car,17 %,95794,1,6176286
CCJ,4125,Sports Car,66 %,68002,1,6195625
CNF,4286,Hybrid Car,26 %,77135,1,847191
TDL,3330,Pickup Truck,86 %,54566,1,5329039
ALP,1472,Hybrid Car,29 %,69081,1,3817539
DRQ,4627,Luxury Car,27 %,35771,1,5538703
JRM,3792,SUV (Sport Utility Vehicle),99 %,78250,1,9161781
FVB,1160,Pickup Truck,77 %,96826,1,6238905
AJW,4247,Minivan,44 %,31163,1,2905914
XOE,760,Convertible,7 %,85900,1,479972
OAT,3866,Sports Car,38 %,83553,1,5409780
JCI,3995,Sedan,63 %,98968,1,7765788
RCV,3184,Microcar,5 %,20359,1,6214356
UFO,2564,Coupe,67 %,97460,1,9662056
ASW,2916,SUV (Sport Utility Vehicle),46 %,26387,1,3194753
IBM,2122,Convertible,79 %,76384,1,3881498
SZH,2618,Sedan,74 %,91596,1,4698298
SVF,1330,Crossover,100 %,72033,1,796874
JTK,4031,Off-Road Vehicle,47 %,75107,1,4117675
TFK,3776,Minivan,89 %,75916,1,4687306
YHL,3190,Coupe-SUV,5 %,19933,1,2588062
PGD,2396,Microcar,43 %,14001,1,5258128
LSO,1532,Luxury Car,25 %,55025,1,6393278
DHL,1855,Convertible,5 %,84123,1,6845967
TDD,4403,Convertible,65 %,99928,1,2581566
ZOL,1252,SUV (Sport Utility Vehicle),21 %,52059,1,1662183
BEB,1631,Coupe-SUV,95 %,99010,1,9654275
